TF,Target,Correlation
CD47,AASS,-0.030628734131645914
CD47,ABCB8,-0.0064699717684263405
CD47,ABCC13,-0.0012009052511136506
CD47,AARS,-0.0569978441760255
CD47,ABCA8,-0.014733065899249838
CD47,ABCB4,-0.004164970323848056
CD47,AASDH,-0.050964267254000384
CD47,A4GALT,-0.03289084368428518
CD47,ABCB6,-0.03588100513685048
CD47,ABCC6P2,-0.026702962950234402
CD47,ABCB10P1,-0.023338802902283434
CD47,ABCB11,-0.0394431951026178
CD47,ABCB10P4,-0.014930218459076326
CD47,ABCC11,-0.02979235637425518
CD47,A1BG,0.17485174443847387
CD47,AAGAB,-0.039390790725847794
CD47,AADACL4,-0.013588990631806495
CD47,ABCB10,-0.04183734896991055
CD47,AASDHPPT,-0.05950561956853743
CD47,ABCD2,-0.009656644329700995
CD47,ABCC5,-0.04461111401237083
CD47,ABC13-48559800H2.1,0.02499255871163252
CD47,AAED1,0.0025217460213800033
CD47,ABCA6,-0.006989623796764302
CD47,ABCD3,-0.06979379316298195
CD47,ABCD1,-0.03415080961598331
CD47,AATK-AS1,0.011885183660559184
CD47,ABC13-47656900H15.1,0.022821799176198025
CD47,ABCD1P5,-0.01763713940147301
CD47,ABCA5,-0.021601706624443367
CD47,ABCA2,-0.06113358670390652
CD47,ABCB9,-0.01557481688919737
CD47,ABC7-42418200C9.1,0.6118539072060788
CD47,ABC7-42404400C24.1,-0.02614546505194264
CD47,AARSD1,-0.03935773378932377
CD47,ABCA10,-0.007911153587640104
CD47,AADACP1,-0.014690652019706912
CD47,AAR2,-0.04294141581679103
CD47,A3GALT2,0.003364806319500457
CD47,AADAC,-0.01240887792721424
CD47,ABCA3,-0.059835520040338486
CD47,ABCA4,-0.043757178223507893
CD47,A2MP1,-0.04339916799779796
CD47,AAMP,-0.04707805300048053
CD47,ABCA11P,-0.026447835496586667
CD47,ABCA1,-0.012835571101150365
CD47,ABCC3,-0.01809480587009846
CD47,ABCC10,-0.03840632267333814
CD47,ABCC2,-0.012302346355439777
CD47,AAAS,-0.04297721368336099
CD47,ABCA9,-0.010290234739074356
CD47,AACS,-0.020594962166641483
CD47,ABCC4,-0.011102160994995842
CD47,ABC9-43961700F1.1,-0.006175946998338041
CD47,ABCC6,-0.007916302367031629
CD47,ABCC6P1,-0.01835773526194491
CD47,ABCC12,-0.052255880404387015
CD47,ABCA17P,-0.008033115951292977
CD47,ABC13-48559800H2.2,-0.01046723033245147
CD47,AANAT,0.007398302238869574
CD47,ABC13-47488600E17.1,-0.003965388444349845
CD47,AARS2,-0.033112842591400224
CD47,ABCC9,-0.01870475998244065
CD47,ABCC1,-0.016670039808811557
CD47,AATF,-0.05542915888467326
CD47,ABCB1,-0.0381647874160212
CD47,AAMDC,-0.009469835769810777
AGPAT2,ABC14-864958H18.2,0.22677632976671905
AGPAT2,ABCB7,0.4396274591879239
AGPAT2,AAK1,0.2921673661069472
AGPAT2,ABCD4,0.4954580689997949
AGPAT2,ABC7-42391500H16.4,0.1460338265560984
AGPAT2,ABC12-47964100C23.1,0.9718030202325484
AGPAT2,AADAT,0.2734852403407807
AGPAT2,AADACL3,0.357560756560927
AGPAT2,AB019441.29,0.17436360554683372
AGPAT2,A2M,0.9150360749247588
AGPAT2,ABCB10P3,-0.0016843048381564875
AGPAT2,ABCA7,0.19917890899193616
AGPAT2,AASS,0.07427386546025141
AGPAT2,ABCB8,0.43536544345506567
AGPAT2,ABCC13,0.015413033711800172
AGPAT2,AARS,0.26887205896116456
AGPAT2,ABCA8,0.9357973962954866
AGPAT2,ABCB4,0.06962918537714594
AGPAT2,AASDH,0.3271106313011295
AGPAT2,A4GALT,0.5104577886560694
AGPAT2,ABCB6,0.7050744801442265
AGPAT2,ABCC6P2,0.7306158867854566
AGPAT2,ABCB10P1,-0.0019540696663133627
AGPAT2,ABCB11,0.42234836324650793
AGPAT2,ABCB10P4,-0.011366795733915887
AGPAT2,ABCC11,0.3377028436786939
AGPAT2,A1BG,0.14311909382052576
AGPAT2,AAGAB,0.3250538996923189
AGPAT2,AADACL4,0.6257266768828128
AGPAT2,ABCB10,0.2586926433856327
AGPAT2,AASDHPPT,0.24327546246213338
AGPAT2,ABCD2,0.9666773497267123
AGPAT2,ABCC5,0.30001650460162055
AGPAT2,ABC13-48559800H2.1,-0.021145120669651497
AGPAT2,AAED1,0.26237393272619114
AGPAT2,ABCA6,0.3489263554066365
AGPAT2,ABCD3,0.3884067182740969
AGPAT2,ABCD1,0.3837795725248683
AGPAT2,AATK-AS1,0.9440373700245492
AGPAT2,ABC13-47656900H15.1,0.12215608865344212
AGPAT2,ABCD1P5,0.05499048342876103
AGPAT2,ABCA5,0.2809098225047574
AGPAT2,ABCA2,0.259451283925923
AGPAT2,ABCB9,0.14028268601531244
AGPAT2,ABC7-42418200C9.1,0.01263761737047255
AGPAT2,ABC7-42404400C24.1,0.17087704107855695
AGPAT2,AARSD1,0.7426358189275044
AGPAT2,ABCA10,0.8451997317957434
AGPAT2,AADACP1,0.05144481049931996
AGPAT2,AAR2,0.5535384218288886
AGPAT2,A3GALT2,0.023376683972341883
AGPAT2,AADAC,0.9482246542054146
AGPAT2,ABCA3,0.29915253461264996
AGPAT2,ABCA4,0.48119638595819714
AGPAT2,A2MP1,0.742078773938342
AGPAT2,AAMP,0.6861130284499909
AGPAT2,ABCA11P,0.42717793826878686
AGPAT2,ABCA1,0.3641211222144407
AGPAT2,ABCC3,0.04968254352865566
AGPAT2,ABCC10,0.20155870884884589
AGPAT2,ABCC2,0.021183120206162608
AGPAT2,AAAS,0.4657558513624683
AGPAT2,ABCA9,0.8570451228397343
AGPAT2,AACS,0.8695616589558625
AGPAT2,ABCC4,-0.006200806046712731
AGPAT2,ABC9-43961700F1.1,-0.010162960140040018
AGPAT2,ABCC6,0.9844801641594526
AGPAT2,ABCC6P1,0.7585541700720523
AGPAT2,ABCC12,-0.02778541023448575
AGPAT2,ABCA17P,0.18322404385943777
AGPAT2,ABC13-48559800H2.2,-0.0070170677775816615
AGPAT2,AANAT,0.08254396791696601
AGPAT2,ABC13-47488600E17.1,0.07637663728581832
AGPAT2,AARS2,0.16011118075371533
AGPAT2,ABCC9,0.8032425360820572
AGPAT2,ABCC1,0.06328162051959235
AGPAT2,AATF,0.3005163138805174
AGPAT2,ABCB1,0.4608451995945915
AGPAT2,AAMDC,0.9664185358040819
